000097.635     65.96893403    0.091739028      020.099456      028.2106722
     000098.819       000031.22186  009.697261   066.81674706 3.63933136
  59.8914636      00016.291   00092.643581 98.880988    081.50536
      0007.02937   000055.88623     44.50939976  99.0973068      34.9839941
    85.98521684  061.1443      41.26565       095.93794896   00053.015234
 00057.539 0000012.235     00000051.028     0057.124914     38.11260861
     0.61055542 0077.7552039  084.28218028      33.31511977  0073.676376
    8.161030021   81.4260243     0000058.8479       81.40834149      000000079.77
  0009.205021   33.668231     0007.09936    0051.5450307   0000019.376
 078.8517   87.151903  0019.5556455  0026.3148018     00072.512148
  000036.56006      030.7732546       0075.774  000000046 15.74969952
067.6602      00007.920045       89.75271197     0076.3465797 0000012.6145
  061.2909934       0009.165932   74.4082783   000039.26721 0003.9949
  041.15590984   037.33149699     000041.573    000046.17407 00000010.679
 00052.98442      92.0517501       030.634649      93.26168      00059.81255
     034.57391 060.38177295       96.5755305     0.325769428       037.620483
     0049.5563     05.21214 000.633192      0005.58717 000001.1686
     008.2331       0094.076  06.8312361   87.6681783 2.85725577
    001.2742    20.772242      0000045.4299     63.69372599      15.60132
     32.3136946 0033.6783      30.40320307      00002.89896   47.68362694
